,,,,,,
,Start Date,1/25/00,,,,
,End Date,,,,,
,,,,,,
,SPX Index,,,,,
,Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,
,6/3/83,163.96,164.79,163.96,164.42,163.121428571429
,6/6/83,164.43,165.09,163.75,164.83,162.7825
,6/7/83,164.84,164.93,162.77,162.77,162.676071428571
,6/8/83,162.78,162.78,161.35,161.36,163.105
,6/9/83,161.37,161.92,160.8,161.83,163.675714285714
,6/10/83,161.86,162.76,161.86,162.68,164.604285714286
,6/13/83,162.7,164.84,162.7,164.84,165.956071428571
,6/14/83,164.87,165.93,164.87,165.53,167.077857142857
,6/15/83,165.52,167.12,165.07,167.12,167.894642857143
,6/16/83,167.11,169.38,167.11,169.14,168.832142857143
,6/17/83,169.11,169.64,168.6,169.13,169.604285714286
,6/20/83,169.13,170.1,168.59,169.02,170.051785714286
,6/21/83,169.03,170.6,168.25,170.53,170.276785714286
,6/22/83,170.53,171.6,170.42,170.99,169.899642857143
,6/23/83,170.99,170.99,170.13,170.57,168.851785714286
,6/24/83,170.57,170.69,170.03,170.4,168.167142857143
,6/27/83,170.4,170.46,168.32,168.46,167.935
,6/28/83,168.45,168.81,165.67,165.68,167.989285714286
,6/29/83,165.78,167.09,165.17,166.64,167.540357142857
,6/30/83,167.64,168.12,166.64,168.11,167.703214285714
,7/1/83,168.11,168.91,167.77,168.91,167.704642857143
,7/5/83,166.55,168.8,165.8,166.6,167.618214285714
,7/6/83,166.71,168.49,166.49,168.48,167.739285714286
,7/7/83,168.48,169.15,167.46,167.56,167.162857142857
,7/8/83,167.56,167.91,166.95,167.08,166.661071428571
,7/11/83,167.09,168.11,167.09,168.11,166.42
,7/12/83,168.05,168.05,165.51,165.53,165.77
,7/13/83,165,165.68,164.77,165.46,165.184642857143
,7/14/83,165.61,166.9,165.46,166.01,164.948214285714
,7/15/83,166.01,166.04,164.03,164.29,165.907142857143
,7/18/83,164.28,164.29,163.3,163.95,166.766428571429
,7/19/83,163.95,165.18,163.95,164.83,167.457142857143
,7/20/83,164.89,169.29,164.89,169.29,168.185357142857
,7/21/83,169.29,169.8,168.33,169.06,168.992857142857
,7/22/83,168.51,169.08,168.4,168.89,168.893928571429
,7/25/83,167.67,169.74,167.63,169.53,168.0275
,7/26/83,169.62,170.63,169.26,170.35,166.533571428571
,7/27/83,170.68,170.72,167.49,167.59,165.15
,7/28/83,167.32,167.79,164.99,165.04,164.009642857143
,7/29/83,165.03,165.03,161.5,162.56,163.4725
,8/1/83,162.34,162.78,161.55,162.04,162.625357142857
,8/2/83,162.06,163.04,161.97,162.01,162.202857142857
,8/3/83,162.01,163.44,161.52,163.44,161.349285714286
,8/4/83,163.28,163.42,159.63,161.33,160.9425
,8/5/83,161.33,161.88,160.89,161.74,160.975
,8/8/83,161.73,161.73,159.18,159.18,161.027857142857
,8/9/83,159.2,160.14,158.5,160.13,161.249642857143
,8/10/83,160.11,161.77,159.47,161.54,161.904642857143
,8/11/83,161.55,162.14,161.41,161.55,162.399642857143
,8/12/83,161.55,162.6,161.55,162.16,163.305
,8/15/83,162.22,164.76,162.22,163.71,163.557142857143
,8/16/83,163.74,164.75,161.76,163.41,163.794642857143
,8/17/83,163.58,165.4,163.43,165.29,164.035
,8/18/83,165.29,165.8,163.55,163.55,163.783214285714
,8/19/83,163.58,164.27,163.22,163.98,163.129642857143
,8/22/83,164.18,165.64,163.77,164.34,162.461428571429
,8/23/83,164.33,164.33,162.54,162.77,162.21
,8/24/83,162.77,162.77,161.2,161.25,162.098571428571
,8/25/83,161.27,161.28,159.96,160.84,162.116071428571
,8/26/83,160.85,162.96,159.62,162.14,162.638571428571
,8/29/83,162.14,162.32,160.97,162.25,163.116428571429
,8/30/83,162.25,163.13,162.25,162.58,163.734642857143
,8/31/83,162.55,164.4,162.32,164.4,164.941428571429
,9/1/83,164.4,164.66,163.95,164.23,165.913928571429
,9/2/83,164.25,165.07,164.21,165,166.631071428571
,9/6/83,165.2,167.9,165.03,167.89,166.938571428571
,9/7/83,167.9,168.48,167.46,167.96,166.731071428571
,9/8/83,167.96,168.14,167.12,167.77,166.315
,9/9/83,167.77,167.77,166.91,166.92,166.018571428571
,9/12/83,166.95,169.2,165.27,165.48,165.464285714286
,9/13/83,165.48,165.48,164.17,164.8,165.500357142857
,9/14/83,164.8,165.42,164.63,165.36,165.942857142857
,9/15/83,165.39,165.58,164.38,164.38,166.798214285714
,9/16/83,164.42,166.57,164.39,166.24,167.360357142857
,9/19/83,166.27,168.09,166.26,167.62,168.155357142857
,9/20/83,167.64,170.43,167.38,169.25,168.710714285714
,9/21/83,169.27,169.3,168.21,168.41,169.257857142857
,9/22/83,168.4,169.78,168.22,169.76,169.191785714286
,9/23/83,169.76,170.17,168.88,169.51,168.9425
,9/26/83,169.53,170.41,169.16,170.07,168.484285714286
,9/27/83,170.02,170.02,167.95,168.43,167.808214285714
,9/28/83,168.42,168.53,167.52,168.01,167.148214285714
,9/29/83,168.02,168.35,167.23,167.23,166.747142857143
,9/30/83,167.23,167.23,165.63,166.07,166.829285714286
,10/3/83,165.99,166.07,164.93,165.8,167.629642857143
,10/4/83,165.81,166.8,165.81,166.27,168.493928571429
,10/5/83,166.29,167.74,165.92,167.74,169.721071428571
,10/6/83,167.76,170.28,167.76,170.28,170.177142857143
,10/7/83,170.32,171.1,170.31,170.8,170.303214285714
,10/10/83,170.77,172.65,170.05,172.65,170.355
,10/11/83,172.59,172.59,170.34,170.34,170.272857142857
,10/12/83,170.34,170.84,169.34,169.63,170.2575
,10/13/83,169.63,170.12,169.13,169.88,169.581785714286
,10/14/83,169.88,169.99,169.18,169.86,168.742857142857
,10/17/83,169.85,171.18,169.63,170.43,168.177857142857
,10/18/83,170.41,170.41,167.67,167.81,167.475357142857
,10/19/83,167.81,167.81,165.67,166.73,166.914285714286
,10/20/83,166.77,167.35,166.44,166.98,166.612142857143
,10/21/83,166.97,167.23,164.98,165.95,166.158571428571
,10/24/83,165.85,165.99,163.85,165.99,165.750357142857
,10/25/83,166,167.15,166,166.47,165.080714285714
,10/26/83,166.49,166.65,165.36,165.38,164.576071428571
,10/27/83,165.31,165.38,164.41,164.84,164.216428571429
,10/28/83,164.89,165.19,163.23,163.37,164.239285714286
,10/31/83,163.37,164.58,162.86,163.55,163.955714285714
,11/1/83,163.55,163.66,162.37,163.64,163.5275
,11/2/83,165.21,165.21,163.55,164.84,163.071785714286
,11/3/83,164.84,164.85,163.42,163.45,162.683214285714
,11/4/83,162.68,163.42,162.22,162.44,162.904642857143
,11/7/83,162.42,162.56,161.84,161.91,163.221071428571
,11/8/83,161.91,162.15,161.63,161.76,163.98
,11/9/83,161.74,163.98,161.74,163.97,164.759642857143
,11/10/83,163.99,164.71,163.97,164.41,165.1225
,11/11/83,164.41,166.29,164.34,166.29,165.561071428571
,11/14/83,166.29,167.58,166.27,166.58,165.863214285714
,11/15/83,166.58,166.59,165.28,165.36,165.749285714286
,11/16/83,165.36,166.41,165.34,166.08,165.835357142857
,11/17/83,166.08,166.49,165.51,166.13,166.060357142857
,11/18/83,166.08,166.13,164.5,165.09,166.295714285714
,11/21/83,165.04,166.05,165,166.05,166.5725
,11/22/83,166.05,167.26,166.05,166.84,166.624285714286
,11/23/83,166.88,167.21,166.26,166.96,167.002142857143
,11/25/83,167.02,168.04,165.95,167.18,166.938928571429
,11/28/83,167.2,167.22,166.21,166.54,166.851428571429
,11/29/83,166.54,167.92,166.17,167.91,166.485714285714
,11/30/83,167.91,168.07,166.33,166.4,166.2525
,12/1/83,166.37,166.77,166.08,166.49,165.986785714286
,12/2/83,166.49,166.7,165.25,165.44,165.892142857143
,12/5/83,165.44,165.79,164.71,165.77,165.6425
,12/6/83,165.77,165.93,165.34,165.47,165.462142857143
,12/7/83,165.47,166.34,165.35,165.91,165.461071428571
,12/8/83,165.91,166.01,164.86,165.2,165.318571428571
,12/9/83,165.2,165.29,164.5,165.09,164.794285714286
,12/12/83,165.13,165.62,164.99,165.62,163.942142857143
,12/13/83,165.62,165.63,164.85,164.93,163.405714285714
,12/14/83,164.93,164.93,163.25,163.33,162.9775
,12/15/83,163.33,163.33,161.66,161.67,162.572142857143
,12/16/83,161.69,162.39,161.58,162.39,162.667142857143
,12/19/83,162.34,162.88,162.27,162.32,162.763214285714
,12/20/83,162.33,162.8,161.64,162,162.906071428571
,12/21/83,162,163.57,161.99,163.56,163.437857142857
,12/22/83,163.56,164.18,163.17,163.27,164.004285714286
,12/23/83,163.27,164.17,162.03,163.22,164.345357142857
,12/27/83,163.22,164.76,163.22,164.76,164.613214285714
,12/28/83,164.69,166.26,163.44,165.34,164.553928571429
,12/29/83,165.33,165.84,164.83,164.86,165.1625
,12/30/83,164.86,165.05,164.58,164.93,166.153214285714
,1/3/84,164.93,164.93,163.98,164.04,167.061785714286
,1/4/84,164.09,166.78,164.04,166.78,167.713928571429
,1/5/84,166.78,169.1,166.78,168.81,168.001428571429
,1/6/84,168.81,169.31,168.49,169.28,168.138571428571
,1/9/84,169.18,169.46,168.48,168.9,168.163571428571
,1/10/84,168.9,169.54,167.87,167.95,167.873571428571
,1/11/84,167.95,168.07,167.27,167.79,167.615
,1/12/84,167.79,168.4,167.68,167.75,167.577142857143
,1/13/84,167.75,168.59,166.64,167.02,167.521071428571
,1/16/84,167.02,167.55,166.77,167.18,167.385714285714
,1/17/84,167.18,167.84,167.01,167.83,167.075357142857
,1/18/84,167.83,168.34,167.02,167.55,166.486428571429
,1/19/84,167.55,167.65,166.67,167.04,166.267857142857
,1/20/84,167.04,167.06,165.87,166.21,165.812857142857
,1/23/84,166.21,166.21,164.83,164.87,165.291428571429
,1/24/84,164.87,166.35,164.84,165.94,164.823214285714
,1/25/84,165.94,167.12,164.74,164.84,164.216428571429
,1/26/84,164.84,165.55,164.12,164.24,163.893571428571
,1/27/84,164.24,164.33,163.07,163.94,163.503214285714
,1/30/84,164.4,164.67,162.4,162.87,163.343928571429
,1/31/84,162.87,163.6,162.03,163.41,162.664285714286
,2/1/84,163.41,164,162.27,162.74,161.4175
,2/2/84,162.74,163.36,162.24,163.36,160.555714285714
,2/3/84,163.44,163.98,160.82,160.91,159.157142857143
,2/6/84,160.91,160.91,158.02,158.08,157.901785714286
,2/7/84,157.91,158.81,157.01,158.74,157.151785714286
,2/8/84,158.74,159.07,155.67,155.85,156.294285714286
,2/9/84,155.85,156.17,154.3,155.42,156.152142857143
,2/10/84,155.42,156.52,155.42,156.3,156.073571428571
,2/13/84,156.3,156.32,154.13,154.95,156.030357142857
,2/14/84,154.95,156.61,154.95,156.61,155.982857142857
,2/15/84,156.61,157.48,156.1,156.25,155.664285714286
,2/16/84,155.94,156.44,155.44,156.13,155.291071428571
,2/17/84,156.13,156.8,155.51,155.74,154.983928571429
,2/21/84,155.71,155.74,154.47,154.64,155.505357142857
,2/22/84,154.52,155.1,153.94,154.31,156.442142857143
,2/23/84,154.02,154.45,152.13,154.29,156.65
,2/24/84,154.31,157.51,154.29,157.51,156.893214285714
,2/27/84,157.51,159.58,157.08,159.3,157.371785714286
,2/28/84,159.3,159.3,156.59,156.82,157.986071428571
,2/29/84,156.82,158.27,156.41,157.06,158.086785714286
,3/1/84,157.06,158.19,156.77,158.19,157.648928571429
,3/2/84,158.19,159.9,158.19,159.24,156.836071428571
,3/5/84,159.24,159.24,157.59,157.89,156.347142857143
,3/6/84,157.89,158.37,156.21,156.25,155.706428571429
,3/7/84,156.25,156.25,153.81,154.57,155.66
,3/8/84,154.57,155.8,154.35,155.19,155.789642857143
,3/9/84,155.12,155.19,153.77,154.35,156.004642857143
,3/12/84,154.35,156.35,154.35,156.34,156.419642857143
,3/13/84,156.34,157.93,156.34,156.78,157.258214285714
,3/14/84,156.78,157.17,156.22,156.77,157.556428571429
,3/15/84,156.78,158.05,156.73,157.41,158.032142857143
,3/16/84,157.41,160.45,157.41,159.27,158.296785714286
,3/19/84,159.27,159.27,157.28,157.78,157.986071428571
,3/20/84,157.78,159.17,157.78,158.86,157.721071428571
,3/21/84,158.86,159.26,158.59,158.66,157.405357142857
,3/22/84,158.66,158.67,156.61,156.69,157.273571428571
,3/23/84,156.69,156.92,156.02,156.86,157.857142857143
,3/26/84,156.86,157.18,156.31,156.67,158.275714285714
,3/27/84,156.67,157.3,156.61,157.3,158.585714285714
,3/28/84,157.3,159.9,157.3,159.88,158.577142857143
,3/29/84,159.88,160.46,159.52,159.52,158.4425
,3/30/84,159.52,159.52,158.92,159.18,158.249285714286
,4/2/84,159.18,159.87,157.63,157.98,157.4
,4/3/84,157.99,158.27,157.17,157.66,156.741428571429
,4/4/84,157.66,158.11,157.29,157.54,156.2325
,4/5/84,157.54,158.1,154.96,155.04,155.973928571429
,4/6/84,155.04,155.48,154.12,155.48,155.616071428571
,4/9/84,155.48,155.86,154.71,155.45,156.047142857143
,4/10/84,155.45,156.57,155.45,155.87,156.370714285714
,4/11/84,155.93,156.31,154.9,155,156.955
,4/12/84,155,157.74,154.17,157.73,157.584642857143
,4/13/84,157.73,158.87,157.13,157.31,157.822142857143
,4/16/84,157.31,158.35,156.49,158.32,158.002142857143
,4/17/84,158.32,159.59,158.32,158.97,157.800357142857
,4/18/84,158.97,158.97,157.64,157.9,157.851785714286
,4/19/84,157.9,158.02,157.1,158.02,158.036071428571
,4/23/84,158.02,158.05,156.79,156.8,158.585
,4/24/84,156.8,158.38,156.63,158.07,158.960714285714
,4/25/84,158.07,158.77,157.8,158.65,159.343571428571
,4/26/84,158.65,160.5,158.65,160.3,160.057142857143
,4/27/84,160.3,160.69,159.77,159.89,160.695
,4/30/84,159.89,160.43,159.3,160.05,160.975714285714
,5/1/84,160.05,161.69,160.05,161.68,160.622142857143
,5/2/84,161.68,162.11,161.41,161.9,160.342142857143
,5/3/84,161.9,161.9,160.95,161.2,160.354285714286
,5/4/84,161.2,161.2,158.93,159.11,160.241428571429
,5/7/84,159.11,159.48,158.63,159.47,160.098928571429
,5/8/84,159.47,160.52,159.14,160.52,159.638928571429
,5/9/84,160.52,161.31,159.39,160.11,159.053214285714
,5/10/84,160.11,160.45,159.61,160,158.724642857143
,5/11/84,160,160,157.42,158.49,158.433214285714
,5/14/84,158.49,158.49,157.2,157.5,157.839642857143
,5/15/84,157.5,158.27,157.29,158,157.189642857143
,5/16/84,158,158.41,157.83,157.99,156.431785714286
,5/17/84,157.99,157.99,156.15,156.57,155.649642857143
,5/18/84,156.57,156.77,155.24,155.78,154.849642857143
,5/21/84,155.78,156.11,154.63,154.73,153.725
,5/22/84,154.73,154.73,152.99,153.88,152.939642857143
,5/23/84,153.88,154.02,153.1,153.15,152.049285714286
,5/24/84,153.15,153.15,150.8,151.23,151.398214285714
,5/25/84,151.23,152.02,150.85,151.62,150.991071428571
,5/29/84,151.62,151.86,149.95,150.29,151.405714285714
,5/30/84,150.29,151.43,148.68,150.35,152.118214285714
,5/31/84,150.35,150.69,149.76,150.55,152.615714285714
,6/1/84,150.55,153.24,150.55,153.24,153.366785714286
,6/4/84,153.24,155.1,153.24,154.34,153.974285714286
,6/5/84,154.34,154.34,153.28,153.65,154.478928571429
,6/6/84,153.65,155.03,153.38,155.01,154.283928571429
,6/7/84,155.01,155.11,154.36,154.92,153.781785714286
,6/8/84,154.92,155.4,154.57,155.17,153.302142857143
,6/11/84,155.17,155.17,153,153.06,152.466428571429
,6/12/84,153.06,153.07,151.61,152.19,151.407142857143
,6/13/84,152.19,152.85,151.86,152.13,151.236428571429
,6/14/84,152.12,152.14,150.31,150.39,151.399642857143
,6/15/84,150.49,150.71,149.02,149.03,152.211785714286
,6/18/84,149.03,151.92,148.53,151.73,152.877857142857
,6/19/84,151.73,153,151.73,152.61,153.448571428571
,6/20/84,151.89,154.84,150.96,154.84,153.813571428571
,6/21/84,154.84,155.64,154.05,154.51,153.735714285714
,6/22/84,154.51,154.92,153.89,154.46,153.258928571429
,6/25/84,154.46,154.67,153.86,153.97,153.085357142857
,6/26/84,153.97,153.97,152.47,152.71,152.988571428571
,6/27/84,152.71,152.88,151.3,151.64,152.956071428571
,6/28/84,151.64,153.07,151.62,152.84,153.095357142857
,6/29/84,152.84,154.08,152.82,153.18,153.026785714286
,7/2/84,153.16,153.22,152.44,153.2,152.871428571429
,7/3/84,153.2,153.86,153.1,153.7,153.012857142857
,7/5/84,153.7,153.87,152.71,152.76,152.975357142857
,7/6/84,152.76,152.76,151.63,152.24,152.353571428571
,7/9/84,152.24,153.53,151.44,153.36,151.692857142857
,7/10/84,153.36,153.53,152.57,152.89,151.357857142857
,7/11/84,152.89,152.89,150.55,150.56,151.303571428571
,7/12/84,150.56,151.06,149.63,150.03,151.485714285714
,7/13/84,150.03,151.16,150.03,150.88,151.417857142857
,7/16/84,150.88,151.61,150.01,151.6,151.1625
,7/17/84,151.6,152.6,151.26,152.38,150.792142857143
,7/18/84,152.38,152.38,151.11,151.4,150.307857142857
,7/19/84,151.4,151.4,150.27,150.37,149.579642857143
,7/20/84,150.37,150.58,149.07,149.55,149.213214285714
,7/23/84,149.55,149.55,147.85,148.95,149.258214285714
,7/24/84,148.95,149.28,147.78,147.82,149.662857142857
,7/25/84,147.82,149.3,147.26,148.83,149.825
,7/26/84,148.83,150.16,148.83,150.08,150.111071428571
,7/27/84,150.08,151.38,149.99,151.19,151.2125
,7/30/84,151.19,151.19,150.14,150.19,153.108214285714
,7/31/84,150.19,150.77,149.65,150.66,155.730714285714
,8/1/84,150.66,154.08,150.66,154.08,157.932857142857
,8/2/84,154.08,157.99,154.08,157.99,159.715357142857
,8/3/84,160.28,162.56,157.99,162.35,160.846428571429
,8/6/84,162.35,165.27,162.09,162.6,162.512142857143
,8/7/84,162.6,163.58,160.81,162.71,163.616428571429
,8/8/84,162.71,163.87,161.75,161.75,164.318214285714
,8/9/84,161.75,165.88,161.47,165.54,164.501785714286
,8/10/84,165.54,168.59,165.24,165.42,164.206428571429
,8/13/84,164.84,165.49,163.98,165.43,164.146428571429
,8/14/84,165.43,166.09,164.28,164.42,164.141071428571
,8/15/84,164.42,164.42,162.75,162.8,164.250357142857
,8/16/84,162.8,164.42,162.75,163.77,165.103571428571
,8/17/84,164.3,164.61,163.78,164.14,165.678214285714
,8/20/84,164.14,164.94,163.76,164.94,166.209642857143
,8/21/84,164.94,168.22,164.93,167.83,166.742142857143
,8/22/84,167.83,168.8,166.92,167.06,166.838928571429
,8/23/84,167.06,167.78,166.61,167.12,167.080357142857
,8/24/84,167.12,167.52,167.12,167.51,167.130357142857
,8/27/84,167.51,167.51,165.81,166.44,166.978214285714
,8/28/84,166.44,167.43,166.21,167.4,166.89
,8/29/84,167.4,168.21,167.03,167.1,166.365357142857
,8/30/84,167.1,167.19,166.55,166.6,165.773214285714
,8/31/84,166.6,166.68,165.78,166.68,165.636071428571
,9/4/84,166.68,166.68,164.73,164.88,165.207142857143
,9/5/84,164.88,164.88,163.84,164.29,164.858928571429
,9/6/84,164.29,165.95,164.29,165.65,164.659642857143
,9/7/84,165.65,166.31,164.22,164.37,164.594642857143
,9/10/84,164.37,165.05,163.06,164.26,165.416071428571
,9/11/84,165.22,166.17,164.26,164.45,166.338214285714
,9/12/84,164.45,164.81,164.14,164.68,167.1225
,9/13/84,164.68,167.94,164.68,167.94,167.486785714286
,9/14/84,167.94,169.65,167.94,168.78,167.556428571429
,9/17/84,168.78,169.37,167.99,168.87,167.662857142857
,9/18/84,168.87,168.87,167.64,167.65,167.211428571429
,9/19/84,167.65,168.76,166.89,166.94,166.627142857143
,9/20/84,166.94,167.47,166.7,167.47,166.222857142857
,9/21/84,167.47,168.67,165.66,165.67,166.096428571429
,9/24/84,165.67,166.12,164.98,165.28,166.2325
,9/25/84,165.28,165.97,164.45,165.62,166.178214285714
,9/26/84,165.62,167.2,165.61,166.28,165.783928571429
,9/27/84,166.75,167.18,166.28,166.96,165.233928571429
,9/28/84,166.96,166.96,165.77,166.1,164.470714285714
,10/1/84,166.1,166.1,164.48,164.62,163.928928571429
,10/2/84,164.62,165.24,163.55,163.59,163.423571428571
,10/3/84,163.59,163.59,162.2,162.44,162.909285714286
,10/4/84,162.44,163.16,162.44,162.92,162.4525
,10/5/84,162.92,163.32,162.51,162.68,162.263928571429
,10/8/84,162.68,162.68,161.8,162.13,162.3325
,10/9/84,162.13,162.84,161.62,161.67,162.78
,10/10/84,161.67,162.12,160.02,162.11,163.562857142857
,10/11/84,162.11,162.87,162,162.78,163.996428571429
,10/12/84,162.78,164.47,162.78,164.18,164.195
,10/15/84,164.18,166.15,164.09,165.77,165.311785714286
,10/16/84,165.78,165.78,164.66,164.78,166.163928571429
,10/17/84,164.78,165.04,163.71,164.14,166.657142857143
,10/18/84,164.14,168.1,163.8,168.1,166.919285714286
,10/19/84,168.08,169.62,167.31,167.96,167.105
,10/22/84,167.96,168.36,167.26,167.36,167.017142857143
,10/23/84,167.36,168.27,166.83,167.09,166.619642857143
,10/24/84,167.09,167.54,166.82,167.2,166.053571428571
,10/25/84,167.2,167.62,166.17,166.31,166.121071428571
,10/26/84,166.31,166.31,164.93,165.29,166.041071428571
,10/29/84,165.29,165.29,164.67,164.78,166.356428571429
,10/30/84,164.78,167.33,164.78,166.84,166.64
,10/31/84,166.74,166.95,165.99,166.09,167.205714285714
,11/1/84,166.09,167.83,166.09,167.49,168.147857142857
,11/2/84,167.49,167.95,167.24,167.42,168.597142857143
,11/5/84,167.42,168.65,167.33,168.58,168.767142857143
,11/6/84,168.58,170.41,168.58,170.41,168.601428571429
,11/7/84,170.41,170.41,168.44,169.17,168.321785714286
,11/8/84,169.19,169.27,168.27,168.68,167.699285714286
,11/9/84,168.68,169.46,167.44,167.6,167.133571428571
,11/12/84,167.65,167.68,166.67,167.36,166.635357142857
,11/13/84,167.36,167.38,165.79,165.97,165.851071428571
,11/14/84,165.97,166.43,165.39,165.99,164.997857142857
,11/15/84,165.99,166.49,165.61,165.89,164.613928571429
,11/16/84,165.89,166.24,164.09,164.1,164.437142857143
,11/19/84,164.1,164.34,163.03,163.1,164.961785714286
,11/20/84,163.1,164.47,163.1,164.18,165.11
,11/21/84,164.18,164.68,163.29,164.52,165.458928571429
,11/23/84,164.52,166.92,164.52,166.92,165.476071428571
,11/26/84,166.92,166.92,165.37,165.55,165.182857142857
,11/27/84,165.55,166.85,165.07,166.29,164.778214285714
,11/28/84,166.29,166.9,164.97,165.02,164.205
,11/29/84,165.02,165.02,163.78,163.91,163.8325
,11/30/84,163.91,163.91,162.99,163.58,163.266428571429
,12/3/84,163.58,163.58,162.29,162.82,162.988571428571
,12/4/84,162.82,163.91,162.82,163.38,162.711785714286
,12/5/84,163.38,163.4,161.93,162.1,162.676071428571
,12/6/84,162.1,163.11,161.76,162.76,162.738928571429
,12/7/84,162.76,163.31,162.26,162.26,162.71
,12/10/84,162.26,163.32,161.54,162.83,162.482857142857
,12/11/84,162.83,163.18,162.56,163.07,162.531785714286
,12/12/84,163.07,163.18,162.55,162.63,162.789642857143
,12/13/84,162.63,162.92,161.54,161.81,164.142142857143
,12/14/84,161.81,163.53,161.63,162.69,165.048214285714
,12/17/84,162.69,163.63,162.44,163.61,165.604642857143
,12/18/84,163.61,168.11,163.61,168.11,165.825357142857
,12/19/84,168.11,169.03,166.84,167.16,166.255714285714
,12/20/84,167.16,167.58,166.29,166.38,166.436785714286
,12/21/84,166.34,166.38,164.62,165.51,166.302857142857
,12/24/84,165.51,166.93,165.5,166.76,166.22
,12/26/84,166.76,166.76,166.29,166.47,166.448214285714
,12/27/84,166.47,166.5,165.62,165.75,166.206071428571
,12/28/84,165.75,166.32,165.67,166.26,165.8
,12/31/84,166.26,167.34,166.06,167.24,165.205
,1/2/85,167.2,167.24,165.19,165.37,164.86
,1/3/85,165.37,166.11,164.38,164.57,164.532142857143
,1/4/85,164.55,164.57,163.36,163.68,164.564642857143
,1/7/85,163.68,164.71,163.68,164.24,165.418214285714
,1/8/85,164.24,164.59,163.91,163.99,166.133571428571
,1/9/85,163.99,165.57,163.99,165.18,167.408214285714
,1/10/85,165.18,168.31,164.99,168.31,168.545714285714
,1/11/85,168.31,168.72,167.58,167.91,169.523571428571
,1/14/85,167.91,170.55,167.58,170.51,170.138214285714
,1/15/85,170.51,171.82,170.4,170.81,170.659642857143
,1/16/85,170.81,171.94,170.41,171.19,171.939285714286
,1/17/85,171.19,171.34,170.23,170.73,173.034285714286
,1/18/85,170.73,171.42,170.66,171.32,174.313928571429
,1/21/85,171.32,175.42,171.31,175.23,175.203571428571
,1/22/85,175.23,176.62,175.15,175.48,176.0425
,1/23/85,175.48,177.3,175.15,177.3,176.673928571429
,1/24/85,177.3,178.16,176.56,176.71,177.512142857143
,1/25/85,176.71,177.75,176.54,177.35,178.122142857143
,1/28/85,177.35,178.19,176.56,177.4,178.643571428571
,1/29/85,177.4,179.19,176.58,179.18,178.766785714286
,1/30/85,179.18,180.27,179.05,179.39,179.2725
,1/31/85,179.39,179.83,178.56,179.63,179.713214285714
,2/1/85,179.63,179.63,178.44,178.63,179.9925
,2/4/85,178.63,180.35,177.75,180.35,180.511071428571
,2/5/85,180.35,181.53,180.07,180.61,181.027857142857
,2/6/85,180.61,181.5,180.32,180.43,181.024642857143
,2/7/85,180.43,181.96,180.43,181.82,181.0025
,2/8/85,181.82,182.39,181.67,182.19,181.608928571429
,2/11/85,182.19,182.19,180.11,180.51,181.873214285714
,2/12/85,180.51,180.75,179.45,180.56,181.870714285714
,2/13/85,180.56,183.86,180.5,183.35,181.758928571429
,2/14/85,183.35,183.95,182.39,182.41,181.627142857143
,2/15/85,182.41,182.65,181.24,181.6,181.283928571429
,2/19/85,181.6,181.61,180.95,181.33,180.744642857143
,2/20/85,181.33,182.1,180.64,181.18,180.215714285714
,2/21/85,181.18,181.18,180.02,180.19,180.318928571429
,2/22/85,180.19,180.41,179.23,179.36,180.351428571429
,2/25/85,179.36,179.36,178.13,179.23,180.533214285714
,2/26/85,179.23,181.58,179.16,181.17,181.232857142857
,2/27/85,181.17,181.87,180.5,180.71,181.566785714286
,2/28/85,180.71,181.21,180.33,181.18,181.876428571429
,3/1/85,181.18,183.89,181.16,183.23,181.688571428571
,3/4/85,183.23,183.41,181.4,182.06,181.165
,3/5/85,182.06,182.65,181.42,182.23,180.598214285714
,3/6/85,182.23,182.25,180.59,180.65,180.011428571429
,3/7/85,180.65,180.65,179.44,179.51,179.7275
,3/8/85,179.51,179.97,179.07,179.1,179.203571428571
,3/11/85,179.1,179.46,178.15,178.79,178.730357142857
,3/12/85,178.79,180.14,178.7,179.66,178.086428571429
,3/13/85,179.66,179.96,178.02,178.19,177.677142857143
,3/14/85,178.19,178.53,177.61,177.84,178.026785714286
,3/15/85,177.84,178.41,176.53,176.53,178.245714285714
,3/18/85,176.53,177.66,176.53,176.88,178.521785714286
,3/19/85,176.88,179.56,176.87,179.54,178.731428571429
,3/20/85,179.54,179.78,178.79,179.08,178.643214285714
,3/21/85,179.08,180.22,178.89,179.35,178.665357142857
,3/22/85,179.35,179.92,178.86,179.04,178.897142857143
,3/25/85,179.04,179.04,177.85,177.97,179.033928571429
,3/26/85,177.97,178.86,177.88,178.43,179.450714285714
,3/27/85,178.43,179.8,178.43,179.54,179.963571428571
,3/28/85,179.54,180.6,179.43,179.54,180.222857142857
,3/29/85,179.54,180.66,179.54,180.66,180.073928571429
,4/1/85,180.66,181.27,180.43,181.27,179.864285714286
,4/2/85,181.27,181.86,180.28,180.53,179.383214285714
,4/3/85,180.53,180.53,178.64,179.11,179.001071428571
,4/4/85,179.11,179.13,178.29,179.03,178.968928571429
,4/8/85,179.03,179.46,177.86,178.03,179.173571428571
,4/9/85,178.03,178.66,177.99,178.21,179.504285714286
,4/10/85,178.21,179.9,178.21,179.42,179.929642857143
,4/11/85,179.42,180.91,179.42,180.19,180.360357142857
