,,,,,,
,Start Date,1/25/00,,,,
,End Date,,,,,
,,,,,,
,SPX Index,,,,,
,Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,
,7/19/54,29.98,29.98,29.98,29.98,30.0657142857143
,7/20/54,29.84,29.84,29.84,29.84,30.1267857142857
,7/21/54,30.03,30.03,30.03,30.03,30.1875
,7/22/54,30.27,30.27,30.27,30.27,30.2878571428571
,7/23/54,30.31,30.31,30.31,30.31,30.3867857142857
,7/26/54,30.34,30.34,30.34,30.34,30.4917857142857
,7/27/54,30.52,30.52,30.52,30.52,30.6139285714286
,7/28/54,30.58,30.58,30.58,30.58,30.7332142857143
,7/29/54,30.69,30.69,30.69,30.69,30.8117857142857
,7/30/54,30.88,30.88,30.88,30.88,30.8607142857143
,8/2/54,30.99,30.99,30.99,30.99,30.8571428571429
,8/3/54,30.93,30.93,30.93,30.93,30.7471428571429
,8/4/54,30.9,30.9,30.9,30.9,30.5792857142857
,8/5/54,30.77,30.77,30.77,30.77,30.4942857142857
,8/6/54,30.38,30.38,30.38,30.38,30.515
,8/9/54,30.12,30.12,30.12,30.12,30.5128571428571
,8/10/54,30.37,30.37,30.37,30.37,30.5553571428571
,8/11/54,30.72,30.72,30.72,30.72,30.6867857142857
,8/12/54,30.59,30.59,30.59,30.59,30.8257142857143
,8/13/54,30.72,30.72,30.72,30.72,30.9307142857143
,8/16/54,31.05,31.05,31.05,31.05,31.0185714285714
,8/17/54,31.12,31.12,31.12,31.12,31.0907142857143
,8/18/54,31.09,31.09,31.09,31.09,31.0928571428571
,8/19/54,31.16,31.16,31.16,31.16,31.0478571428571
,8/20/54,31.21,31.21,31.21,31.21,30.9425
,8/23/54,31,31,31,31,30.8314285714286
,8/24/54,30.87,30.87,30.87,30.87,30.7625
,8/25/54,30.65,30.65,30.65,30.65,30.6314285714286
,8/26/54,30.57,30.57,30.57,30.57,30.3992857142857
,8/27/54,30.66,30.66,30.66,30.66,30.2689285714286
,8/30/54,30.35,30.35,30.35,30.35,30.2303571428571
,8/31/54,29.83,29.83,29.83,29.83,30.2707142857143
,9/1/54,30.04,30.04,30.04,30.04,30.3564285714286
,9/2/54,30.27,30.27,30.27,30.27,30.4439285714286
,9/3/54,30.5,30.5,30.5,30.5,30.5432142857143
,9/7/54,30.66,30.66,30.66,30.66,30.6564285714286
,9/8/54,30.68,30.68,30.68,30.68,30.8035714285714
,9/9/54,30.73,30.73,30.73,30.73,30.9521428571429
,9/10/54,30.84,30.84,30.84,30.84,31.0671428571429
,9/13/54,31.12,31.12,31.12,31.12,31.1964285714286
,9/14/54,31.28,31.28,31.28,31.28,31.3596428571429
,9/15/54,31.29,31.29,31.29,31.29,31.4510714285714
,9/16/54,31.46,31.46,31.46,31.46,31.5675
,9/17/54,31.71,31.71,31.71,31.71,31.7025
,9/20/54,31.57,31.57,31.57,31.57,31.8510714285714
,9/21/54,31.79,31.79,31.79,31.79,32.0225
,9/22/54,32,32,32,32,32.1867857142857
,9/23/54,32.18,32.18,32.18,32.18,32.3528571428571
,9/24/54,32.4,32.4,32.4,32.4,32.4364285714286
,9/27/54,32.53,32.53,32.53,32.53,32.4392857142857
,9/28/54,32.69,32.69,32.69,32.69,32.4185714285714
,9/29/54,32.5,32.5,32.5,32.5,32.4325
,9/30/54,32.31,32.31,32.31,32.31,32.4760714285714
,10/1/54,32.29,32.29,32.29,32.29,32.5439285714286
,10/4/54,32.47,32.47,32.47,32.47,32.5860714285714
,10/5/54,32.63,32.63,32.63,32.63,32.6232142857143
,10/6/54,32.76,32.76,32.76,32.76,32.5892857142857
,10/7/54,32.69,32.69,32.69,32.69,32.5192857142857
,10/8/54,32.67,32.67,32.67,32.67,32.4471428571429
,10/11/54,32.41,32.41,32.41,32.41,32.2846428571429
,10/12/54,32.28,32.28,32.28,32.28,32.1064285714286
,10/13/54,32.27,32.27,32.27,32.27,31.9957142857143
,10/14/54,31.88,31.88,31.88,31.88,31.9357142857143
,10/15/54,31.71,31.71,31.71,31.71,31.9678571428571
,10/18/54,31.83,31.83,31.83,31.83,31.9985714285714
,10/19/54,31.91,31.91,31.91,31.91,32.0346428571429
,10/20/54,32.17,32.17,32.17,32.17,32.0332142857143
,10/21/54,32.13,32.13,32.13,32.13,32.0239285714286
,10/22/54,32.13,32.13,32.13,32.13,32.0264285714286
,10/25/54,31.96,31.96,31.96,31.96,31.9871428571429
,10/26/54,31.94,31.94,31.94,31.94,31.8989285714286
,10/27/54,32.02,32.02,32.02,32.02,31.8557142857143
,10/28/54,31.88,31.88,31.88,31.88,31.9871428571429
,10/29/54,31.68,31.68,31.68,31.68,32.2025
,11/1/54,31.79,31.79,31.79,31.79,32.3596428571429
,11/3/54,32.44,32.44,32.44,32.44,32.5667857142857
,11/4/54,32.82,32.82,32.82,32.82,32.7707142857143
,11/5/54,32.71,32.71,32.71,32.71,32.9367857142857
,11/8/54,33.02,33.02,33.02,33.02,33.1217857142857
,11/9/54,33.15,33.15,33.15,33.15,33.2642857142857
,11/10/54,33.18,33.18,33.18,33.18,33.35
,11/11/54,33.47,33.47,33.47,33.47,33.4375
,11/12/54,33.54,33.54,33.54,33.54,33.5092857142857
,11/15/54,33.47,33.47,33.47,33.47,33.5117857142857
,11/16/54,33.57,33.57,33.57,33.57,33.5064285714286
,11/17/54,33.63,33.63,33.63,33.63,33.5239285714286
,11/18/54,33.44,33.44,33.44,33.44,33.65
,11/19/54,33.45,33.45,33.45,33.45,33.8060714285714
,11/22/54,33.58,33.58,33.58,33.58,34.0178571428571
,11/23/54,34.03,34.03,34.03,34.03,34.1921428571429
,11/24/54,34.22,34.22,34.22,34.22,34.2589285714286
,11/26/54,34.55,34.55,34.55,34.55,34.2346428571429
,11/29/54,34.54,34.54,34.54,34.54,34.2385714285714
,11/30/54,34.24,34.24,34.24,34.24,34.2985714285714
,12/1/54,33.99,33.99,33.99,33.99,34.4096428571429
,12/2/54,34.18,34.18,34.18,34.18,34.5414285714286
,12/3/54,34.49,34.49,34.49,34.49,34.645
,12/6/54,34.76,34.76,34.76,34.76,34.6946428571429
,12/7/54,34.92,34.92,34.92,34.92,34.6957142857143
,12/8/54,34.86,34.86,34.86,34.86,34.6839285714286
,12/9/54,34.69,34.69,34.69,34.69,34.5975
,12/10/54,34.56,34.56,34.56,34.56,34.5685714285714
,12/13/54,34.59,34.59,34.59,34.59,34.6392857142857
,12/14/54,34.35,34.35,34.35,34.35,34.7321428571429
,12/15/54,34.56,34.56,34.56,34.56,34.8967857142857
,12/16/54,34.93,34.93,34.93,34.93,35.0510714285714
,12/17/54,35.02,35.02,35.02,35.02,35.1660714285714
,12/20/54,35.33,35.33,35.33,35.33,35.2617857142857
,12/21/54,35.38,35.38,35.38,35.38,35.2460714285714
,12/22/54,35.34,35.34,35.34,35.34,35.3021428571429
,12/23/54,35.37,35.37,35.37,35.37,35.4178571428571
,12/27/54,35.07,35.07,35.07,35.07,35.5078571428571
,12/28/54,35.43,35.43,35.43,35.43,35.6432142857143
,12/29/54,35.74,35.74,35.74,35.74,35.9496428571429
,12/30/54,35.74,35.74,35.74,35.74,36.1232142857143
,12/31/54,35.98,35.98,35.98,35.98,36.0342857142857
,1/3/55,36.75,36.75,36.75,36.75,35.8092857142857
,1/4/55,36.42,36.42,36.42,36.42,35.6707142857143
,1/5/55,35.52,35.52,35.52,35.52,35.6617857142857
,1/6/55,35.04,35.04,35.04,35.04,35.6235714285714
,1/7/55,35.33,35.33,35.33,35.33,35.5710714285714
,1/10/55,35.79,35.79,35.79,35.79,35.5228571428571
,1/11/55,35.68,35.68,35.68,35.68,35.4725
,1/12/55,35.58,35.58,35.58,35.58,35.2557142857143
,1/13/55,35.43,35.43,35.43,35.43,35.1103571428571
,1/14/55,35.28,35.28,35.28,35.28,35.0239285714286
,1/17/55,34.58,34.58,34.58,34.58,35.0096428571429
,1/18/55,34.8,34.8,34.8,34.8,35.0925
,1/19/55,34.96,34.96,34.96,34.96,35.2003571428571
,1/20/55,35.13,35.13,35.13,35.13,35.3025
,1/21/55,35.44,35.44,35.44,35.44,35.5064285714286
,1/24/55,35.52,35.52,35.52,35.52,35.6714285714286
,1/25/55,35.51,35.51,35.51,35.51,35.8439285714286
,1/26/55,35.95,35.95,35.95,35.95,36.0825
,1/27/55,35.99,35.99,35.99,35.99,36.29
,1/28/55,36.19,36.19,36.19,36.19,36.4242857142857
,1/31/55,36.63,36.63,36.63,36.63,36.4771428571429
,2/1/55,36.72,36.72,36.72,36.72,36.6267857142857
,2/2/55,36.61,36.61,36.61,36.61,36.7403571428571
,2/3/55,36.44,36.44,36.44,36.44,36.6942857142857
,2/4/55,36.96,36.96,36.96,36.96,36.7110714285714
,2/7/55,36.96,36.96,36.96,36.96,36.8060714285714
,2/8/55,36.46,36.46,36.46,36.46,36.9057142857143
,2/9/55,36.75,36.75,36.75,36.75,36.9210714285714
,2/10/55,37.08,37.08,37.08,37.08,36.9203571428571
,2/11/55,37.15,37.15,37.15,37.15,36.8921428571429
,2/14/55,36.89,36.89,36.89,36.89,36.8882142857143
,2/15/55,36.89,36.89,36.89,36.89,36.8832142857143
,2/16/55,36.77,36.77,36.77,36.77,36.8632142857143
,2/17/55,36.84,36.84,36.84,36.84,36.8439285714286
,2/18/55,36.89,36.89,36.89,36.89,36.7864285714286
,2/21/55,36.85,36.85,36.85,36.85,36.7260714285714
,2/23/55,36.82,36.82,36.82,36.82,36.7246428571429
,2/24/55,36.62,36.62,36.62,36.62,36.7410714285714
,2/25/55,36.57,36.57,36.57,36.57,36.8378571428571
,2/28/55,36.76,36.76,36.76,36.76,36.9603571428571
,3/1/55,36.83,36.83,36.83,36.83,37.1246428571429
,3/2/55,37.15,37.15,37.15,37.15,37.2039285714286
,3/3/55,37.29,37.29,37.29,37.29,37.0846428571429
,3/4/55,37.52,37.52,37.52,37.52,36.875
,3/7/55,37.28,37.28,37.28,37.28,36.7421428571429
,3/8/55,36.58,36.58,36.58,36.58,36.4653571428571
,3/9/55,36.22,36.22,36.22,36.22,36.0210714285714
,3/10/55,36.45,36.45,36.45,36.45,35.8475
,3/11/55,35.82,35.82,35.82,35.82,35.8060714285714
,3/14/55,34.96,34.96,34.96,34.96,35.8460714285714
,3/15/55,35.71,35.71,35.71,35.71,35.9175
,3/16/55,35.98,35.98,35.98,35.98,35.9328571428571
,3/17/55,36.12,36.12,36.12,36.12,36.0210714285714
,3/18/55,36.18,36.18,36.18,36.18,36.2142857142857
,3/21/55,35.95,35.95,35.95,35.95,36.42
,3/22/55,36.17,36.17,36.17,36.17,36.5896428571429
,3/23/55,36.64,36.64,36.64,36.64,36.6917857142857
,3/24/55,36.93,36.93,36.93,36.93,36.7735714285714
,3/25/55,36.96,36.96,36.96,36.96,36.7489285714286
,3/28/55,36.83,36.83,36.83,36.83,36.7189285714286
,3/29/55,36.85,36.85,36.85,36.85,36.7667857142857
,3/30/55,36.52,36.52,36.52,36.52,36.7735714285714
,3/31/55,36.58,36.58,36.58,36.58,36.8464285714286
,4/1/55,36.95,36.95,36.95,36.95,36.9375
,4/4/55,36.83,36.83,36.83,36.83,37.0589285714286
,4/5/55,37.08,37.08,37.08,37.08,37.1878571428571
,4/6/55,37.17,37.17,37.17,37.17,37.3389285714286
,4/7/55,37.34,37.34,37.34,37.34,37.4639285714286
,4/11/55,37.44,37.44,37.44,37.44,37.5817857142857
,4/12/55,37.66,37.66,37.66,37.66,37.7078571428572
,4/13/55,37.71,37.71,37.71,37.71,37.88
,4/14/55,37.79,37.79,37.79,37.79,38.0003571428571
,4/15/55,37.96,37.96,37.96,37.96,38.1042857142857
,4/18/55,38.27,38.27,38.27,38.27,38.1882142857143
,4/19/55,38.22,38.22,38.22,38.22,38.1710714285714
,4/20/55,38.28,38.28,38.28,38.28,38.1682142857143
,4/21/55,38.32,38.32,38.32,38.32,38.2039285714286
,4/22/55,38.01,38.01,38.01,38.01,38.1771428571429
,4/25/55,38.11,38.11,38.11,38.11,38.0485714285714
,4/26/55,38.31,38.31,38.31,38.31,38.0092857142857
,4/27/55,38.11,38.11,38.11,38.11,38.0014285714286
,4/28/55,37.68,37.68,37.68,37.68,37.9185714285714
,4/29/55,37.96,37.96,37.96,37.96,37.8317857142857
,5/2/55,38.04,38.04,38.04,38.04,37.8067857142857
,5/3/55,37.7,37.7,37.7,37.7,37.8167857142857
,5/4/55,37.64,37.64,37.64,37.64,37.8446428571429
,5/5/55,37.82,37.82,37.82,37.82,37.8435714285714
,5/6/55,37.89,37.89,37.89,37.89,37.7389285714286
,5/9/55,37.93,37.93,37.93,37.93,37.6014285714286
,5/10/55,37.85,37.85,37.85,37.85,37.5417857142857
,5/11/55,37.42,37.42,37.42,37.42,37.3842857142857
,5/12/55,37.2,37.2,37.2,37.2,37.2428571428571
,5/13/55,37.44,37.44,37.44,37.44,37.2117857142857
,5/16/55,37.02,37.02,37.02,37.02,37.2564285714286
,5/17/55,36.97,36.97,36.97,36.97,37.3764285714286
,5/18/55,37.28,37.28,37.28,37.28,37.42
,5/19/55,37.49,37.49,37.49,37.49,37.4485714285714
,5/20/55,37.74,37.74,37.74,37.74,37.5114285714286
,5/23/55,37.48,37.48,37.48,37.48,37.6160714285714
,5/24/55,37.46,37.46,37.46,37.46,37.7092857142857
,5/25/55,37.6,37.6,37.6,37.6,37.7742857142857
,5/26/55,37.85,37.85,37.85,37.85,37.8367857142857
,5/27/55,37.93,37.93,37.93,37.93,37.9239285714286
,5/31/55,37.91,37.91,37.91,37.91,38.0592857142857
,6/1/55,37.96,37.96,37.96,37.96,38.2421428571429
,6/2/55,38.09,38.09,38.09,38.09,38.4535714285714
,6/3/55,38.37,38.37,38.37,38.37,38.6903571428571
,6/6/55,38.69,38.69,38.69,38.69,38.8285714285714
,6/7/55,38.96,38.96,38.96,38.96,38.9875
,6/8/55,39.22,39.22,39.22,39.22,39.1928571428571
,6/9/55,39.01,39.01,39.01,39.01,39.3310714285714
,6/10/55,39.25,39.25,39.25,39.25,39.5064285714286
,6/13/55,39.62,39.62,39.62,39.62,39.6564285714286
,6/14/55,39.57,39.57,39.57,39.57,39.8057142857143
,6/15/55,39.89,39.89,39.89,39.89,39.9335714285714
,6/16/55,39.96,39.96,39.96,39.96,40.1135714285714
,6/17/55,40.1,40.1,40.1,40.1,40.2710714285714
,6/20/55,40.14,40.14,40.14,40.14,40.4310714285714
,6/21/55,40.51,40.51,40.51,40.51,40.6014285714286
,6/22/55,40.6,40.6,40.6,40.6,40.7410714285714
,6/23/55,40.75,40.75,40.75,40.75,40.7889285714286
,6/24/55,40.96,40.96,40.96,40.96,40.8178571428571
,6/27/55,40.99,40.99,40.99,40.99,40.8835714285714
,6/28/55,40.77,40.77,40.77,40.77,40.9707142857143
,6/29/55,40.79,40.79,40.79,40.79,41.1617857142857
,6/30/55,41.03,41.03,41.03,41.03,41.6917857142857
,7/1/55,41.19,41.19,41.19,41.19,41.9925
,7/5/55,41.69,41.69,41.69,41.69,42.2514285714286
,7/6/55,43.18,43.18,43.18,43.18,42.4710714285714
,7/7/55,42.58,42.58,42.58,42.58,42.6207142857143
,7/8/55,42.64,42.64,42.64,42.64,42.5814285714286
,7/11/55,42.75,42.75,42.75,42.75,42.5071428571429
,7/12/55,42.75,42.75,42.75,42.75,42.4503571428571
,7/13/55,42.24,42.24,42.24,42.24,42.4114285714286
,7/14/55,42.25,42.25,42.25,42.25,42.3153571428571
,7/15/55,42.4,42.4,42.4,42.4,42.2710714285714
,7/18/55,42.36,42.36,42.36,42.36,42.3478571428571
,7/19/55,42.1,42.1,42.1,42.1,42.5185714285714
,7/20/55,42.23,42.23,42.23,42.23,42.7821428571429
,7/21/55,42.64,42.64,42.64,42.64,43.0267857142857
,7/22/55,43,43,43,43,43.2742857142857
,7/25/55,43.48,43.48,43.48,43.48,43.4067857142857
,7/26/55,43.58,43.58,43.58,43.58,43.4942857142857
,7/27/55,43.76,43.76,43.76,43.76,43.3882142857143
,7/28/55,43.5,43.5,43.5,43.5,43.2967857142857
,7/29/55,43.52,43.52,43.52,43.52,43.2192857142857
,8/1/55,42.93,42.93,42.93,42.93,42.9732142857143
,8/2/55,43.03,43.03,43.03,43.03,42.8207142857143
,8/3/55,43.09,43.09,43.09,43.09,42.6485714285714
,8/4/55,42.36,42.36,42.36,42.36,42.3789285714286
,8/5/55,42.56,42.56,42.56,42.56,42.17
,8/8/55,42.31,42.31,42.31,42.31,42.1010714285714
,8/9/55,41.75,41.75,41.75,41.75,42.0842857142857
,8/10/55,41.74,41.74,41.74,41.74,42.0889285714286
,8/11/55,42.13,42.13,42.13,42.13,42.0228571428571
,8/12/55,42.21,42.21,42.21,42.21,41.9917857142857
,8/15/55,42.17,42.17,42.17,42.17,41.9603571428571
,8/16/55,41.86,41.86,41.86,41.86,41.9707142857143
,8/17/55,41.9,41.9,41.9,41.9,41.9610714285714
,8/18/55,41.84,41.84,41.84,41.84,42.0992857142857
,8/19/55,42.02,42.02,42.02,42.02,42.2403571428571
,8/22/55,41.98,41.98,41.98,41.98,42.4132142857143
,8/23/55,42.55,42.55,42.55,42.55,42.6
,8/24/55,42.61,42.61,42.61,42.61,42.7403571428571
,8/25/55,42.8,42.8,42.8,42.8,42.8307142857143
,8/26/55,42.99,42.99,42.99,42.99,42.9539285714286
,8/29/55,42.96,42.96,42.96,42.96,43.0817857142857
,8/30/55,42.92,42.92,42.92,42.92,43.2378571428571
,8/31/55,43.18,43.18,43.18,43.18,43.4235714285714
,9/1/55,43.37,43.37,43.37,43.37,43.5689285714286
,9/2/55,43.6,43.6,43.6,43.6,43.6910714285714
,9/6/55,43.86,43.86,43.86,43.86,43.7828571428571
,9/7/55,43.85,43.85,43.85,43.85,43.915
,9/8/55,43.88,43.88,43.88,43.88,44.1635714285714
,9/9/55,43.89,43.89,43.89,43.89,44.4085714285714
,9/12/55,44.19,44.19,44.19,44.19,44.5439285714286
,9/13/55,44.8,44.8,44.8,44.8,44.7325
,9/14/55,44.99,44.99,44.99,44.99,44.8942857142857
,9/15/55,44.75,44.75,44.75,44.75,45.0028571428571
,9/16/55,45.09,45.09,45.09,45.09,45.1321428571429
,9/19/55,45.16,45.16,45.16,45.16,45.2185714285714
,9/20/55,45.13,45.13,45.13,45.13,45.3439285714286
,9/21/55,45.39,45.39,45.39,45.39,44.6914285714286
,9/22/55,45.39,45.39,45.39,45.39,44.3578571428571
,9/23/55,45.63,45.63,45.63,45.63,44.2607142857143
,9/26/55,42.61,42.61,42.61,42.61,44.1239285714286
,9/27/55,43.58,43.58,43.58,43.58,43.9364285714286
,9/28/55,44.31,44.31,44.31,44.31,43.5153571428571
,9/29/55,44.03,44.03,44.03,44.03,43.2803571428571
,9/30/55,43.67,43.67,43.67,43.67,43.1882142857143
,10/3/55,42.49,42.49,42.49,42.49,43.01
,10/4/55,42.82,42.82,42.82,42.82,42.7832142857143
,10/5/55,42.99,42.99,42.99,42.99,42.3178571428571
,10/6/55,42.7,42.7,42.7,42.7,41.8678571428571
,10/7/55,42.38,42.38,42.38,42.38,41.7003571428571
,10/10/55,41.15,41.15,41.15,41.15,41.535
,10/11/55,40.8,40.8,40.8,40.8,41.3782142857143
,10/12/55,41.52,41.52,41.52,41.52,41.3171428571429
,10/13/55,41.39,41.39,41.39,41.39,41.3792857142857
,10/14/55,41.22,41.22,41.22,41.22,41.5725
,10/17/55,41.35,41.35,41.35,41.35,41.8628571428571
,10/18/55,41.65,41.65,41.65,41.65,42.0892857142857
,10/19/55,42.07,42.07,42.07,42.07,42.3575
,10/20/55,42.59,42.59,42.59,42.59,42.5014285714286
,10/21/55,42.59,42.59,42.59,42.59,42.51
,10/24/55,42.91,42.91,42.91,42.91,42.4475
,10/25/55,42.63,42.63,42.63,42.63,42.425
,10/26/55,42.29,42.29,42.29,42.29,42.3842857142857
,10/27/55,42.14,42.14,42.14,42.14,42.3375
,10/28/55,42.37,42.37,42.37,42.37,42.3192857142857
,10/31/55,42.34,42.34,42.34,42.34,42.5435714285714
,11/1/55,42.28,42.28,42.28,42.28,42.9260714285714
,11/2/55,42.35,42.35,42.35,42.35,43.2964285714286
,11/3/55,43.24,43.24,43.24,43.24,43.71
,11/4/55,43.96,43.96,43.96,43.96,44.0710714285714
,11/7/55,44.15,44.15,44.15,44.15,44.4771428571429
,11/9/55,44.61,44.61,44.61,44.61,45.07
,11/10/55,44.72,44.72,44.72,44.72,45.4678571428571
,11/11/55,45.24,45.24,45.24,45.24,45.6846428571429
,11/14/55,46.41,46.41,46.41,46.41,45.7517857142857
,11/15/55,46.21,46.21,46.21,46.21,45.755
,11/16/55,45.91,45.91,45.91,45.91,45.645
,11/17/55,45.59,45.59,45.59,45.59,45.6271428571429
,11/18/55,45.54,45.54,45.54,45.54,45.6092857142857
,11/21/55,45.22,45.22,45.22,45.22,45.6060714285714
,11/22/55,45.66,45.66,45.66,45.66,45.5467857142857
,11/23/55,45.72,45.72,45.72,45.72,45.5514285714286
,11/25/55,45.68,45.68,45.68,45.68,45.5446428571429
,11/28/55,45.38,45.38,45.38,45.38,45.4989285714286
,11/29/55,45.56,45.56,45.56,45.56,45.4710714285714
,11/30/55,45.51,45.51,45.51,45.51,45.5160714285714
,12/1/55,45.35,45.35,45.35,45.35,45.5617857142857
,12/2/55,45.44,45.44,45.44,45.44,45.5692857142857
,12/5/55,45.7,45.7,45.7,45.7,45.6382142857143
,12/6/55,45.7,45.7,45.7,45.7,45.7153571428572
,12/7/55,45.55,45.55,45.55,45.55,45.6614285714286
,12/8/55,45.82,45.82,45.82,45.82,45.6125
,12/9/55,45.89,45.89,45.89,45.89,45.4682142857143
,12/12/55,45.42,45.42,45.42,45.42,45.3439285714286
,12/13/55,45.45,45.45,45.45,45.45,45.26
,12/14/55,45.07,45.07,45.07,45.07,45.1635714285714
,12/15/55,45.06,45.06,45.06,45.06,45.0782142857143
,12/16/55,45.13,45.13,45.13,45.13,45.1239285714286
,12/19/55,45.02,45.02,45.02,45.02,45.19
,12/20/55,44.95,44.95,44.95,44.95,45.28
,12/21/55,45.34,45.34,45.34,45.34,45.2846428571429
,12/22/55,45.41,45.41,45.41,45.41,45.2410714285714
,12/23/55,45.5,45.5,45.5,45.5,45.2253571428571
,12/27/55,45.22,45.22,45.22,45.22,45.2875
,12/28/55,45.05,45.05,45.05,45.05,45.2507142857143
,12/29/55,45.15,45.15,45.15,45.15,45.1803571428571
,12/30/55,45.48,45.48,45.48,45.48,45.1121428571428
,1/3/56,45.16,45.16,45.16,45.16,45.1110714285714
,1/4/56,45,45,45,45,44.9553571428572
,1/5/56,44.95,44.95,44.95,44.95,44.7314285714286
,1/6/56,45.14,45.14,45.14,45.14,44.5978571428571
,1/9/56,44.51,44.51,44.51,44.51,44.5960714285714
,1/10/56,44.16,44.16,44.16,44.16,44.5889285714286
,1/11/56,44.38,44.38,44.38,44.38,44.4610714285714
,1/12/56,44.75,44.75,44.75,44.75,44.4446428571429
,1/13/56,44.67,44.67,44.67,44.67,44.3771428571429
,1/16/56,44.14,44.14,44.14,44.14,44.2092857142857
,1/17/56,44.47,44.47,44.47,44.47,43.9321428571429
,1/18/56,44.17,44.17,44.17,44.17,43.6689285714286
,1/19/56,43.72,43.72,43.72,43.72,43.5992857142857
,1/20/56,43.22,43.22,43.22,43.22,43.5835714285714
,1/23/56,43.11,43.11,43.11,43.11,43.5178571428572
,1/24/56,43.65,43.65,43.65,43.65,43.4607142857143
,1/25/56,43.72,43.72,43.72,43.72,43.4703571428571
,1/26/56,43.46,43.46,43.46,43.46,43.5678571428571
,1/27/56,43.35,43.35,43.35,43.35,43.6964285714286
,1/30/56,43.5,43.5,43.5,43.5,43.8396428571429
,1/31/56,43.82,43.82,43.82,43.82,44.1025
,2/1/56,44.03,44.03,44.03,44.03,44.335
,2/2/56,44.22,44.22,44.22,44.22,44.4667857142857
,2/3/56,44.78,44.78,44.78,44.78,44.4439285714286
,2/6/56,44.81,44.81,44.81,44.81,44.2725
,2/7/56,44.6,44.6,44.6,44.6,44.1017857142857
,2/8/56,44.16,44.16,44.16,44.16,43.93
,2/9/56,43.66,43.66,43.66,43.66,43.7410714285714
,2/10/56,43.64,43.64,43.64,43.64,43.7557142857143
,2/13/56,43.58,43.58,43.58,43.58,43.7428571428571
,2/14/56,43.42,43.42,43.42,43.42,43.9328571428571
,2/15/56,44.04,44.04,44.04,44.04,44.0925
,2/16/56,43.82,43.82,43.82,43.82,44.2514285714286
,2/17/56,44.52,44.52,44.52,44.52,44.475
,2/20/56,44.45,44.45,44.45,44.45,44.7421428571429
,2/21/56,44.56,44.56,44.56,44.56,44.9289285714286
,2/23/56,44.95,44.95,44.95,44.95,45.1117857142857
,2/24/56,45.32,45.32,45.32,45.32,45.2146428571429
,2/27/56,45.27,45.27,45.27,45.27,45.3382142857143
,2/28/56,45.43,45.43,45.43,45.43,45.4903571428571
,2/29/56,45.34,45.34,45.34,45.34,45.6603571428571
,3/1/56,45.54,45.54,45.54,45.54,45.7857142857143
,3/2/56,45.81,45.81,45.81,45.81,45.8778571428571
,3/5/56,46.06,46.06,46.06,46.06,45.9710714285714
,3/6/56,46.04,46.04,46.04,46.04,46.1846428571429
,3/7/56,46.01,46.01,46.01,46.01,46.4571428571429
,3/8/56,46.12,46.12,46.12,46.12,46.6553571428571
,3/9/56,46.7,46.7,46.7,46.7,46.9264285714286
,3/12/56,47.13,47.13,47.13,47.13,47.26
,3/13/56,47.06,47.06,47.06,47.06,47.5614285714286
,3/14/56,47.53,47.53,47.53,47.53,47.8992857142857
,3/15/56,47.99,47.99,47.99,47.99,48.2189285714286
,3/16/56,48.14,48.14,48.14,48.14,48.3010714285714
,3/19/56,48.59,48.59,48.59,48.59,48.4664285714286
,3/20/56,48.87,48.87,48.87,48.87,48.6
,3/21/56,48.23,48.23,48.23,48.23,48.6346428571429
,3/22/56,48.72,48.72,48.72,48.72,48.5542857142857
,3/23/56,48.83,48.83,48.83,48.83,48.535
,3/26/56,48.62,48.62,48.62,48.62,48.5110714285714
,3/27/56,48.25,48.25,48.25,48.25,48.5560714285714
,3/28/56,48.51,48.51,48.51,48.51,48.5417857142857
,3/29/56,48.48,48.48,48.48,48.48,48.6017857142857
,4/2/56,48.7,48.7,48.7,48.7,48.6053571428571
,4/3/56,48.53,48.53,48.53,48.53,48.6807142857143
,4/4/56,48.8,48.8,48.8,48.8,48.6746428571429
,4/5/56,48.57,48.57,48.57,48.57,48.495
,4/6/56,48.85,48.85,48.85,48.85,48.43
,4/9/56,48.61,48.61,48.61,48.61,48.3064285714286
,4/10/56,47.93,47.93,47.93,47.93,48.1835714285714
,4/11/56,48.31,48.31,48.31,48.31,48.0935714285714
,4/12/56,48.02,48.02,48.02,48.02,48.0178571428571
,4/13/56,47.95,47.95,47.95,47.95,47.9275
,4/16/56,47.96,47.96,47.96,47.96,47.8257142857143
,4/17/56,47.93,47.93,47.93,47.93,47.7842857142857
,4/18/56,47.74,47.74,47.74,47.74,47.735
,4/19/56,47.57,47.57,47.57,47.57,47.6014285714286
,4/20/56,47.76,47.76,47.76,47.76,47.45
,4/23/56,47.65,47.65,47.65,47.65,47.4296428571429
,4/24/56,47.26,47.26,47.26,47.26,47.55
,4/25/56,47.09,47.09,47.09,47.09,47.7589285714286
,4/26/56,47.49,47.49,47.49,47.49,47.8839285714286
,4/27/56,47.99,47.99,47.99,47.99,47.9971428571429
,4/30/56,48.38,48.38,48.38,48.38,48.1342857142857
,5/1/56,48.16,48.16,48.16,48.16,48.2753571428571
,5/2/56,48.17,48.17,48.17,48.17,48.2932142857143
,5/3/56,48.34,48.34,48.34,48.34,48.235
,5/4/56,48.51,48.51,48.51,48.51,48.1557142857143
,5/7/56,48.22,48.22,48.22,48.22,47.8971428571429
,5/8/56,48.02,48.02,48.02,48.02,47.6642857142857
