Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,CMA
26/03/1929,24.35,24.35,24.35,24.35,25.0257142857
27/03/1929,25.09,25.09,25.09,25.09,25.0392857143
28/03/1929,25.53,25.53,25.53,25.53,25.0014285714
01/04/1929,24.88,24.88,24.88,24.88,25.0982142857
02/04/1929,25.17,25.17,25.17,25.17,25.1042857143
03/04/1929,24.86,24.86,24.86,24.86,25.0303571429
04/04/1929,25.3,25.3,25.3,25.3,24.9157142857
05/04/1929,25.05,25.05,25.05,25.05,24.8707142857
08/04/1929,24.83,24.83,24.83,24.83,24.8992857143
09/04/1929,24.63,24.63,24.63,24.63,24.9542857143
10/04/1929,24.78,24.78,24.78,24.78,24.9614285714
11/04/1929,25.06,25.06,25.06,25.06,24.9942857143
12/04/1929,25.15,25.15,25.15,25.15,25.0917857143
15/04/1929,25,25,25,25,25.1992857143
16/04/1929,25.06,25.06,25.06,25.06,25.2732142857
17/04/1929,25.32,25.32,25.32,25.32,25.3971428571
18/04/1929,25.43,25.43,25.43,25.43,25.5357142857
19/04/1929,25.41,25.41,25.41,25.41,25.6242857143
22/04/1929,25.7,25.7,25.7,25.7,25.6560714286
23/04/1929,25.85,25.85,25.85,25.85,25.655
24/04/1929,25.75,25.75,25.75,25.75,25.6321428571
25/04/1929,25.63,25.63,25.63,25.63,25.7082142857
26/04/1929,25.58,25.58,25.58,25.58,25.7778571429
29/04/1929,25.53,25.53,25.53,25.53,25.8671428571
30/04/1929,25.94,25.94,25.94,25.94,26.0121428571
01/05/1929,25.99,25.99,25.99,25.99,26.1225
02/05/1929,26.11,26.11,26.11,26.11,26.1457142857
03/05/1929,26.37,26.37,26.37,26.37,26.1789285714
06/05/1929,26.32,26.32,26.32,26.32,26.1489285714
07/05/1929,26.07,26.07,26.07,26.07,26.1960714286
08/05/1929,26.18,26.18,26.18,26.18,26.0557142857
09/05/1929,26.02,26.02,26.02,26.02,26.0096428571
10/05/1929,26.34,26.34,26.34,26.34,25.9510714286
13/05/1929,25.64,25.64,25.64,25.64,25.9421428571
14/05/1929,25.95,25.95,25.95,25.95,25.9667857143
15/05/1929,25.84,25.84,25.84,25.84,25.8196428571
16/05/1929,25.97,25.97,25.97,25.97,25.7725
17/05/1929,26.09,26.09,26.09,26.09,25.5132142857
20/05/1929,25.39,25.39,25.39,25.39,25.4228571429
21/05/1929,25.7,25.7,25.7,25.7,25.3078571429
22/05/1929,24.76,24.76,24.76,24.76,24.9885714286
23/05/1929,25.31,25.31,25.31,25.31,24.83
24/05/1929,25.12,25.12,25.12,25.12,24.7325
27/05/1929,24.2,24.2,24.2,24.2,24.715
28/05/1929,24.59,24.59,24.59,24.59,24.8385714286
29/05/1929,24.62,24.62,24.62,24.62,25.0364285714
31/05/1929,24.83,24.83,24.83,24.83,25.21
03/06/1929,25.27,25.27,25.27,25.27,25.3792857143
04/06/1929,25.64,25.64,25.64,25.64,25.4696428571
05/06/1929,25.59,25.59,25.59,25.59,25.4614285714
06/06/1929,25.64,25.64,25.64,25.64,25.47
07/06/1929,25.53,25.53,25.53,25.53,25.4621428571
10/06/1929,25.27,25.27,25.27,25.27,25.5453571429
11/06/1929,25.43,25.43,25.43,25.43,25.6439285714
12/06/1929,25.45,25.45,25.45,25.45,25.8503571429
13/06/1929,25.84,25.84,25.84,25.84,26.0317857143
14/06/1929,25.93,25.93,25.93,25.93,26.1564285714
17/06/1929,26.41,26.41,26.41,26.41,26.2810714286
18/06/1929,26.42,26.42,26.42,26.42,26.4060714286
19/06/1929,26.32,26.32,26.32,26.32,26.4892857143
20/06/1929,26.47,26.47,26.47,26.47,26.6146428571
21/06/1929,26.62,26.62,26.62,26.62,26.7453571429
24/06/1929,26.62,26.62,26.62,26.62,26.8653571429
25/06/1929,26.9,26.9,26.9,26.9,27.0357142857
26/06/1929,27.06,27.06,27.06,27.06,27.2571428571
27/06/1929,27.11,27.11,27.11,27.11,27.5046428571
28/06/1929,27.41,27.41,27.41,27.41,27.7307142857
01/07/1929,27.77,27.77,27.77,27.77,27.9360714286
02/07/1929,28.06,28.06,28.06,28.06,28.1032142857
03/07/1929,28.18,28.18,28.18,28.18,28.2010714286
05/07/1929,28.32,28.32,28.32,28.32,28.2371428571
08/07/1929,28.37,28.37,28.37,28.37,28.26
09/07/1929,28.28,28.28,28.28,28.28,28.3428571429
10/07/1929,28.2,28.2,28.2,28.2,28.3775
11/07/1929,28.26,28.26,28.26,28.26,28.4525
12/07/1929,28.57,28.57,28.57,28.57,28.5332142857
15/07/1929,28.45,28.45,28.45,28.45,28.5864285714
16/07/1929,28.65,28.65,28.65,28.65,28.6510714286
17/07/1929,28.72,28.72,28.72,28.72,28.6132142857
18/07/1929,28.66,28.66,28.66,28.66,28.6692857143
19/07/1929,28.76,28.76,28.76,28.76,28.6685714286
22/07/1929,28.43,28.43,28.43,28.43,28.6935714286
23/07/1929,28.83,28.83,28.83,28.83,28.6867857143
24/07/1929,28.64,28.64,28.64,28.64,28.5621428571
25/07/1929,28.77,28.77,28.77,28.77,28.5346428571
26/07/1929,28.66,28.66,28.66,28.66,28.6114285714
29/07/1929,28.18,28.18,28.18,28.18,28.7221428571
30/07/1929,28.5,28.5,28.5,28.5,28.9439285714
31/07/1929,28.88,28.88,28.88,28.88,29.1278571429
01/08/1929,29.08,29.08,29.08,29.08,29.2567857143
02/08/1929,29.56,29.56,29.56,29.56,29.2832142857
05/08/1929,29.54,29.54,29.54,29.54,29.3607142857
06/08/1929,29.43,29.43,29.43,29.43,29.1310714286
07/08/1929,29.13,29.13,29.13,29.13,29.1417857143
08/08/1929,29.47,29.47,29.47,29.47,29.2107142857
09/08/1929,28.38,28.38,28.38,28.38,29.3032142857
12/08/1929,29.27,29.27,29.27,29.27,29.4053571429
13/08/1929,29.53,29.53,29.53,29.53,29.6364285714
14/08/1929,29.62,29.62,29.62,29.62,29.8985714286
15/08/1929,29.67,29.67,29.67,29.67,30.1689285714
16/08/1929,30.22,30.22,30.22,30.22,30.3246428571
19/08/1929,30.5,30.5,30.5,30.5,30.4946428571
20/08/1929,30.68,30.68,30.68,30.68,30.6946428571
21/08/1929,30.55,30.55,30.55,30.55,30.8371428571
22/08/1929,30.79,30.79,30.79,30.79,30.9246428571
23/08/1929,31.09,31.09,31.09,31.09,30.9675
26/08/1929,31.07,31.07,31.07,31.07,31.0678571429
27/08/1929,31.05,31.05,31.05,31.05,31.2514285714
28/08/1929,30.99,30.99,30.99,30.99,31.4210714286
29/08/1929,31.29,31.29,31.29,31.29,31.5289285714
30/08/1929,31.71,31.71,31.71,31.71,31.4392857143
03/09/1929,31.82,31.82,31.82,31.82,31.5539285714
04/09/1929,31.72,31.72,31.72,31.72,31.6007142857
05/09/1929,31.02,31.02,31.02,31.02,31.4807142857
06/09/1929,31.83,31.83,31.83,31.83,31.475
09/09/1929,31.67,31.67,31.67,31.67,31.3857142857
10/09/1929,31.1,31.1,31.1,31.1,31.3721428571
11/09/1929,31.53,31.53,31.53,31.53,31.4907142857
12/09/1929,31.17,31.17,31.17,31.17,31.5142857143
13/09/1929,31.38,31.38,31.38,31.38,31.5660714286
16/09/1929,31.86,31.86,31.86,31.86,31.63
17/09/1929,31.6,31.6,31.6,31.6,31.5864285714
18/09/1929,31.68,31.68,31.68,31.68,31.5453571429
19/09/1929,31.73,31.73,31.73,31.73,31.3517857143
20/09/1929,31.39,31.39,31.39,31.39,31.1914285714
23/09/1929,31.38,31.38,31.38,31.38,31.1371428571
24/09/1929,30.8,30.8,30.8,30.8,30.8846428571
25/09/1929,30.85,30.85,30.85,30.85,30.655
26/09/1929,31.13,31.13,31.13,31.13,30.4364285714
27/09/1929,30.27,30.27,30.27,30.27,30.3232142857
30/09/1929,30.16,30.16,30.16,30.16,29.9396428571
01/10/1929,29.98,29.98,29.98,29.98,29.5471428571
02/10/1929,30.2,30.2,30.2,30.2,29.6807142857
03/10/1929,28.95,28.95,28.95,28.95,29.8139285714
04/10/1929,28.65,28.65,28.65,28.65,29.9271428571
07/10/1929,30.44,30.44,30.44,30.44,30.1714285714
08/10/1929,30.34,30.34,30.34,30.34,30.3735714286
09/10/1929,30.27,30.27,30.27,30.27,30.5032142857
10/10/1929,30.81,30.81,30.81,30.81,30.5132142857
11/10/1929,30.76,30.76,30.76,30.76,30.1992857143
14/10/1929,30.55,30.55,30.55,30.55,30.0407142857
15/10/1929,30.3,30.3,30.3,30.3,29.6928571429
16/10/1929,29.24,29.24,29.24,29.24,29.1185714286
17/10/1929,29.69,29.69,29.69,29.69,28.7892857143
18/10/1929,28.84,28.84,28.84,28.84,28.1314285714
21/10/1929,27.73,27.73,27.73,27.73,27.4021428571
22/10/1929,28.27,28.27,28.27,28.27,26.9278571429
23/10/1929,26.6,26.6,26.6,26.6,25.72
24/10/1929,25.75,25.75,25.75,25.75,24.1828571429
25/10/1929,26.12,26.12,26.12,26.12,23.5860714286
28/10/1929,22.74,22.74,22.74,22.74,23.4485714286
29/10/1929,20.43,20.43,20.43,20.43,23.1407142857
30/10/1929,22.99,22.99,22.99,22.99,22.3982142857
31/10/1929,24.15,24.15,24.15,24.15,22.0292857143
04/11/1929,22.88,22.88,22.88,22.88,21.7825
06/11/1929,20.61,20.61,20.61,20.61,21.2614285714
07/11/1929,21.37,21.37,21.37,21.37,20.4782142857
08/11/1929,21.18,21.18,21.18,21.18,19.5796428571
